family,probability,sample_size,p2_type7_bias,p2_type7_mae,adaptive_type7_bias,adaptive_type7_mae,adaptive_over_p2_type7_mae,p2_true_bias,p2_true_mae,adaptive_true_bias,adaptive_true_mae,adaptive_over_p2_true_mae
"Student-t(df=3), unit variance",0.95,10000,0.003979320928673713,0.010872454804282816,-0.35902300162936973,0.41024286451617425,37.732312702240314,0.0028216476721981383,0.023726912565066875,-0.36018067488584526,0.412867695504736,17.400818348047565
"Student-t(df=3), unit variance",0.99,20,-0.5001225978722127,0.5850765498715101,-1.1407795960645668,1.1653338872183774,1.991763107706673,-1.4614983279329608,1.5171618165921559,-2.1021553261253145,2.1157195774567965,1.3945246672560736
"Student-t(df=3), unit variance",0.99,50,-0.5896995322843475,0.6682680707376727,-1.5421474489152043,1.5652385151880164,2.3422314842308958,-0.9960350931697779,1.0807755800978402,-1.948483009800635,1.9633841057895345,1.8166436602979072
"Student-t(df=3), unit variance",0.99,100,-0.1823175134866019,0.3392888527545376,-1.4838859731059766,1.525964571519,4.497538186504985,-0.5565089234076621,0.7391580175777533,-1.8580773830270367,1.8719768790647884,2.532580090518834
"Student-t(df=3), unit variance",0.99,250,0.2561532042255705,0.30630784408003214,-1.586530384681144,1.6001545845887286,5.224007858481874,0.08690287893845326,0.4859983811865435,-1.7557807099682612,1.7689392753056083,3.639804871338916
"Student-t(df=3), unit variance",0.99,500,0.15691025722977284,0.2839224536583447,-1.5974897322009496,1.6251081650837391,5.723774728430944,0.06973027758813957,0.4504427686511008,-1.684669711842583,1.6976674187548333,3.7688859426885255
"Student-t(df=3), unit variance",0.99,1000,0.13298769316223416,0.199954314544144,-1.5705932457827148,1.5868321329801662,7.9359734577262175,0.08536733912003011,0.25494121372385903,-1.6182135998249187,1.6309168394373899,6.397227092532502
"Student-t(df=3), unit variance",0.99,2500,0.046637583023332645,0.10326366998351047,-1.5229851154164105,1.5453900179065785,14.965476417343604,0.03233992650232168,0.18638296981113486,-1.5372827719374216,1.5495757826219514,8.313934391066757
"Student-t(df=3), unit variance",0.99,5000,0.028740990352096242,0.07412137319877134,-1.463211911658784,1.4823697576850718,19.999221462206318,0.009617619326308308,0.13428472734519753,-1.4823352826845722,1.4943205770436934,11.128000976628824
"Student-t(df=3), unit variance",0.99,10000,0.02681386088581964,0.055793087154947484,-1.4196619770042602,1.4329261099655761,25.682861139877087,0.01565749201601937,0.08702349771610976,-1.4308183458740604,1.4426446336558532,16.577644791549115
